stop_name,stop_lat,stop_lon,Routes Passing,Trips Passing,Degree,Betweenness,Score,Nearby Stops,Nearest Metro,Metro Line,Metro Distance (m),Walking Time (min),PR_norm,Degree_norm,Distance_norm,Routes_norm,Accessibility,LMCI,Betweenness_norm,PageRank_norm,Trips_norm,LMCI Category
GH 12 Pachim Vihar,28.667856,77.079247,2,2,0.000504795557799,0.0030249501034888,0.0001477167098481,"GH 12 Pachim Vihar (15 m), Sai Ram Mandir / Angad Park (27 m), Sai Ram Mandir / Angad Park (41 m), B Block Nihal Vihar (264 m), Nihal Vihar / Ambika Vihar (298 m)",Udyog Nagar,Green Line,1476.5,17.72,0.060222715122554796,0.03999999999999303,0.08584737933393681,0.0030120481927710845,0.9141526206660632,0.3,0.025674446447382208,0.060222715122554796,0.0030120481927710845,Poor
Sai Ram Mandir / Angad Park,28.668102,77.079277,5,5,0.0017667844522968,0.0094906698571815,0.0003798387099529,"Sai Ram Mandir / Angad Park (22 m), GH 12 Pachim Vihar (27 m), GH 12 Pachim Vihar (40 m), B Block Nihal Vihar (272 m), B Block Nihal Vihar (285 m)",Udyog Nagar,Green Line,1449.08,17.39,0.19292421162134382,0.2400000000000057,0.08425215082414321,0.012048192771084338,0.9157478491758568,0.373,0.08055263282424358,0.19292421162134382,0.012048192771084338,Poor
Pachim Vihar GH 13/14,28.670784,77.081032,2,2,0.000504795557799,0.0035824610315758,8.641366902636518e-05,"Pachim Vihar GH 13/14 (51 m), Sai Mandir (162 m), Gh12 P Vihar (209 m), Guru Hari Kishan Nagar (221 m), Guru Harkishan Nagar (240 m)",Udyog Nagar,Green Line,1143.8,13.73,0.025176466799269114,0.03999999999999303,0.0664917073715614,0.0030120481927710845,0.9335082926284386,0.297,0.030406354074715085,0.025176466799269114,0.0030120481927710845,Poor
Guru Hari Kishan Nagar,28.670416,77.083717,3,3,0.0015143866733972,0.0135257762719461,0.0001824472186363,"Ram Mandir P V (18 m), Guru Hari Kishan Nagar (46 m), Guru Harkishan Nagar (60 m), Guru Harkishan Nagar (62 m), Gh12 P Vihar (63 m)",Udyog Nagar,Green Line,1217.16,14.61,0.08007775035522416,0.19999999999999685,0.07075961267712155,0.00602409638554217,0.9292403873228785,0.347,0.11480084188920535,0.08007775035522416,0.00602409638554217,Poor
power house,28.669285,77.093529,5,5,0.0010095911155981,0.009515809127581,0.0002339673071847,"power house (30 m), Pachim Vihar X-ing (46 m), Guru Hari K N (116 m), Paschim Vihar Chowk (134 m), P.Vihar Power Houe (145 m)",Peera Garhi,Green Line,1169.16,14.03,0.10953119659054904,0.11999999999999496,0.06796709012168417,0.012048192771084338,0.9320329098783158,0.339,0.08076600389798586,0.10953119659054904,0.012048192771084338,Poor
Pachim Vihar Water Tank,28.668859,77.099281,5,5,0.0017667844522968,0.0009788068619071,0.0003118433641118,"Ekta Apartment Paschim Vihar (13 m), Pachim Vihar Water Tank (18 m), Mother Dairy P Puri (22 m), Paschim V W T (41 m), Ekta Apartment Paschim Vihar (93 m)",Paschim Vihar West,Green Line,1122.81,13.47,0.15405204894829744,0.2400000000000057,0.06527056052908993,0.012048192771084338,0.93472943947091,0.358,0.008307682275281244,0.15405204894829744,0.012048192771084338,Poor
Paschim Vihar A3 Mother Dairy,28.6699036,77.106667,10,10,0.0020191822311963,0.0006013181829327,0.0003827805671238,"Paschim Vihar A3 (56 m), B-2 Paschim Vihar (134 m), A3 Block Paschim Vihar (334 m), jawala heri market (374 m), A-3 Jawala Heri Market/Pachim Vihar (411 m)",Paschim Vihar East,Green Line,996.31,11.96,0.19460603776831772,0.27999999999999875,0.05791110004444764,0.02710843373493976,0.9420888999555523,0.378,0.005103724344985694,0.19460603776831772,0.02710843373493976,Poor
Road No. 29/30 Crossing,28.671124,77.11277,1,1,0.000504795557799,4.6639020675630856e-05,0.0001421499623987,"29/30 Xing Pachim Vihar (34 m), Paschim Vihar Road No 29 (125 m), Paschim Vihar Pocket BG1 (127 m), Fire Station Paschim Vihar (282 m), Fire Station Paschim Vihar (280 m)",Paschim Vihar East,Green Line,696.95,8.36,0.057040269181055606,0.03999999999999303,0.04049506770703645,0.0,0.9595049322929635,0.308,0.00039585150092683817,0.057040269181055606,0.0,Poor
Jai Dev Park,28.672514,77.150604,58,58,0.0010095911155981,0.0001168165514028,0.0001502526169024,"Jai Dev Park (36 m), Jaydev Park (225 m), Ram Pura (247 m), Ram Pura (289 m), Ram Pura (329 m)",Ashok Park Main,Green Line,469.09,5.63,0.061672464224042434,0.11999999999999496,0.02723873042616221,0.1716867469879518,0.9727612695738378,0.351,0.0009914875255958627,0.061672464224042434,0.1716867469879518,Poor
MODEL BASTI-DC2845,28.656443,77.203697,25,25,0.0022715800100959,0.0079694800081554,0.0007939694137063,"Model Basti (82 m), Model Basti (87 m), Id Ghah (147 m), MTNL (187 m), Delhi Jal Board (189 m)",Pul Bangash,Red Line,1162.77,13.95,0.4296780053563671,0.3200000000000076,0.06759533555649155,0.07228915662650603,0.9324046644435084,0.456,0.06764144223300789,0.4296780053563671,0.07228915662650603,Poor
Old Delhi Railway Station,28.660088,77.227875,78,78,0.0022715800100959,0.0016852352744106,0.0002656186478231,"Old Delhi Railway Station (Terminal) (4 m), Old Delhi Railway Station (T) (4 m), Old Delhi Railway Station (Terminal) (26 m), Old Delhi Railway Station (48 m), KODIYA PUL BUS STAND (154 m)",Chandni Chowk,Yellow Line,191.82,2.3,0.12762590655777442,0.3200000000000076,0.011107840239784601,0.2319277108433735,0.9888921597602154,0.414,0.014303536033269516,0.12762590655777442,0.2319277108433735,Poor
Punjabi Bagh Terminal,28.66735,77.137317,182,182,0.0053003533568904,0.0245771183460304,0.0009817501039796,"Punjabi Bagh Terminal (45 m), Punjabi Bagh Terminal (149 m), Punjabi Bagh More (190 m), Punjabi Bagh Terminal (190 m), Punjabi Bagh Terminal (219 m)",Punjabi Bagh,Green Line,506.48,6.08,0.5370300814266751,0.8000000000000032,0.029413989141741464,0.5451807228915663,0.9705860108582586,0.659,0.20859977428334084,0.5370300814266751,0.5451807228915663,Moderate
Madipur Village,28.67555,77.125183,222,222,0.0012619888944977,0.0014618164961933,0.0002826859603199,"Madipur Village (1 m), Madipur Village (140 m), Madipur Village (140 m), SPM College (276 m), SPM College (286 m)",Shivaji Park,Green Line,520.16,6.24,0.13738309419408332,0.1600000000000038,0.030209858070041114,0.6656626506024096,0.9697901419299589,0.451,0.01240725567807824,0.13738309419408332,0.6656626506024096,Poor
Shiv Enclave/New Multan Nagar,28.677214,77.112251,4,4,0.0010095911155981,3.1860360881033284e-08,6.99877991406238e-05,"New Multan Nagar (22 m), Avtar Enclave (29 m), Avtar Enclave (35 m), Avtar Enclave / New Multan Nagar (33 m), Shiva Enclave/ New Multan Nagar (47 m)",Paschim Vihar East,Green Line,20.9,0.25,0.015785984578074435,0.11999999999999496,0.0011641328402979619,0.009036144578313254,0.9988358671597021,0.323,2.7041673457387945e-07,0.015785984578074435,0.009036144578313254,Poor
Inder Enclave,28.680517,77.084084,179,179,0.002776375567895,0.011194103512828,0.000407154957661,"Inder Enclave (3 m), Inder Enclave (48 m), Inder Enclave (62 m), Nangloi JJ cly No 4 (232 m), Nangloi JJ cly No 4 (254 m)",Udyog Nagar,Green Line,322.76,3.87,0.20854059846946632,0.4000000000000095,0.01872560906080485,0.536144578313253,0.9812743909391951,0.501,0.095010628715853,0.20854059846946632,0.536144578313253,Moderate
Mundka Village Metro Station,28.682253,77.029945,53,53,0.002776375567895,0.0018390093591092,0.000476492781294,"Mundka Village Metro Station (15 m), Mundka Village (Metro Station) (31 m), Mundka Village (Metro Station) (37 m), Mundka School (Rani Khera Road) (214 m), Mundka School (Rani Khera Road) (247 m)",Mundka,Green Line,64.68,0.78,0.248180240364306,0.4000000000000095,0.0037111461210698154,0.1566265060240964,0.9962888538789302,0.447,0.015608702851735698,0.248180240364306,0.1566265060240964,Poor
Mundka School (Rani Khera Road),28.683241,77.02768,61,61,0.0017667844522968,0.0002611364090692,0.0002477416107653,"Mundka School (Rani Khera Road) (34 m), Mundka Village (Metro Station) (224 m), Mundka Village (Metro Station) (229 m), Mundka Village Metro Station (247 m), Mundka Village Metro Station (260 m)",Mundka,Green Line,296.66,3.56,0.11740580863744245,0.2400000000000057,0.017207174921285772,0.18072289156626506,0.9827928250787142,0.388,0.0022164110219128085,0.11740580863744245,0.18072289156626506,Poor
Friends Enclave Mundka,28.686538,77.025783,65,65,0.0020191822311963,0.0021435259574208,0.0003836428867016,"West Blk Frd Enc (25 m), Friends Enclave Mundka (36 m), Mundka Railway Xing (332 m), Mundka Railway Xing (364 m), Mundka Main Rohtak Road School (408 m)",Mundka,Green Line,652.79,7.83,0.19509901602278132,0.27999999999999875,0.03792594695603405,0.1927710843373494,0.962074053043966,0.411,0.018193305846235675,0.19509901602278132,0.1927710843373494,Poor
Meer Vihar,28.713921,77.027924,6,6,0.0015143866733972,0.0018543718688116,0.0002498001186824,"Mubarak Pur Crossing (123 m), Mubarak Pur Crossing (145 m), Mubarakpur Xing (162 m), Madanpur Dabas (276 m), Madan Pur Dabas (281 m)",Mundka,Green Line,3499.31,41.99,0.118582634104354,0.19999999999999685,0.20352951579985987,0.015060240963855425,0.7964704842001401,0.303,0.015739093079394906,0.118582634104354,0.015060240963855425,Poor
Ashok Vihar I Block,28.6853,77.169,17,17,0.002776375567895,0.0068493162994389,0.0004706699816856,"I Block Ashok Vihar (7 m), Ashok Vihar I Block (49 m), IA Block Ashok Vihar (163 m), IA Block Ashok Vihar (165 m), H Block Ashok Vihar (299 m)",Kanhaiya Nagar,Red Line,708.36,8.5,0.24485141232776322,0.4000000000000095,0.041158873589485216,0.04819277108433735,0.9588411264105148,0.425,0.058133985194766764,0.24485141232776322,0.04819277108433735,Poor
Shastri Nagar/Tri Nagar,28.678795,77.16658,1,1,0.000504795557799,0.0,8.932936425464466e-05,"Tr Nagar/Wazirpur JJ Colony (13 m), Shanti Nagar / Tri Nagar (22 m), JJ Colony Wazir Pur (27 m), Shanti Nagar / Tri Nagar (27 m), Kanhaiya Nagar (262 m)",Kanhaiya Nagar,Red Line,220.31,2.64,0.026843336462430634,0.03999999999999303,0.01276531873154317,0.0,0.9872346812684568,0.309,0.0,0.026843336462430634,0.0,Poor
Shastri Nagar Shiv Nagar,28.671848,77.173096,2,2,0.000504795557799,3.888080456976433e-05,9.445412491788315e-05,"Shastri Nagar Shiv Mandir (19 m), Shastri Nagar Shiv Mandir (29 m), Shastri Nagar E Block (300 m), Shastri Nagar E Block (318 m), Inderlok Metro Station (357 m)",Shastri Nagar,Red Line,894.73,10.74,0.029773103606013897,0.03999999999999303,0.05200142418650327,0.0030120481927710845,0.9479985758134968,0.298,0.00033000317380648113,0.029773103606013897,0.0030120481927710845,Poor
Lady Harding Hospital,28.63607,77.214317,1,1,0.000504795557799,0.0001182144290054,0.0001095505469555,"Sucheta Kriplani Hospital (20 m), Shivaji Stadium Terminal (349 m), Shaheed Bhagat Singh Marg (362 m), Shivaji Stadium Terminal (394 m), Shivaji Stadium Terminal (402 m)",Shivaji Stadium,Orange Line,533.45,6.4,0.03840355567546265,0.03999999999999303,0.03098303775257785,0.0,0.9690169622474222,0.306,0.001003352096058217,0.03840355567546265,0.0,Poor
Super Bazar,28.632584,77.223053,186,186,0.006057546693589,0.0410593555643572,0.0008691713666512,"Super Bazar (8 m), Statesman House (232 m), Statesman House (266 m), Barakhamba Metro Station (382 m), Kailash Bhawan (394 m)",Rajiv Chowk,Yellow Line,328.62,3.94,0.4726701030072325,0.9199999999999982,0.019066529522781164,0.5572289156626506,0.9809334704772188,0.686,0.34849375676818223,0.4726701030072325,0.5572289156626506,Moderate
Mandi house,28.625799,77.2342,9,9,0.0010095911155981,0.0020380180741055,0.0001912100054947,"Mandi House (10 m), Mandi House (13 m), Mandi House (27 m), Mandi House (161 m), Ashok Road (251 m)",Mandi House,Blue Line,26.98,0.32,0.0850873355263178,0.11999999999999496,0.001517852363986698,0.024096385542168676,0.9984821476360133,0.345,0.017297801323092936,0.0850873355263178,0.024096385542168676,Poor
ITO AGCR,28.62809,77.244804,18,18,0.0020191822311963,0.000451289480238,0.0002317141674392,"ITO (28 m), ITO (35 m), ITO (38 m), ITO (39 m), Govt Press (95 m)",ITO,Violet Line,424.65,5.1,0.10824310233014393,0.27999999999999875,0.024653319960253092,0.05120481927710843,0.9753466800397469,0.37,0.0038303466821730933,0.10824310233014393,0.05120481927710843,Poor
Preet Vihar,28.639545,77.292412,39,39,0.0007571933366986,9.558108264309989e-08,0.0001164059318874,"Preet Vihar (24 m), Swasthya Vihar (27 m), Swasthya Vihar (37 m), Sawarthya Vihar (47 m), preet vihar (69 m)",Preet Vihar,Blue Line branch,361.4,4.34,0.04232270094875709,0.0800000000000019,0.020973589717931947,0.11445783132530121,0.979026410282068,0.333,8.112502037216386e-07,0.04232270094875709,0.11445783132530121,Poor
Mall Road,28.693604,77.218445,179,179,0.002776375567895,0.014134212260032,0.0003986891815004,"Mall Road (5 m), Mall Road (30 m), Social Works School (105 m), Social works school (112 m), Mall Road (145 m)",Vishwa Vidyalaya,Yellow Line,397.23,4.77,0.20370081092227918,0.4000000000000095,0.023058091450459485,0.536144578313253,0.9769419085495405,0.502,0.11996497903472549,0.20370081092227918,0.536144578313253,Moderate
TB Hospital,28.700567,77.205017,8,8,0.000504795557799,0.0002611447509128,0.000143677512377,"TB Hospital (31 m), Vijay Nagar (225 m), id hospital (223 m), New Police Lines (220 m), New Police Line (227 m)",GTB Nagar,Yellow Line,302.35,3.63,0.05791355205818738,0.03999999999999303,0.01753820519921158,0.021084337349397592,0.9824617948007884,0.319,0.002216481823813486,0.05791355205818738,0.021084337349397592,Poor
Balmiki Gandhi Ashram,28.70458,77.205033,8,8,0.000504795557799,4.502611636031374e-05,0.0001352613466508,"Balmiki Gandhi Ashram (61 m), Dhaka Village (222 m), Dhaka Village (247 m), id hospital (268 m), TB Hospital (445 m)",GTB Nagar,Yellow Line,727.25,8.73,0.053102126229768176,0.03999999999999303,0.042257847570156305,0.021084337349397592,0.9577421524298437,0.31,0.0003821618782713766,0.053102126229768176,0.021084337349397592,Poor
Dhaka Village,28.706538,77.20454,14,14,0.0015143866733972,0.0028857286968305,0.0004497263684784,"Dhaka Village (34 m), Balmiki Gandhi Ashram (167 m), Balmiki Gandhi Ashram (222 m), id hospital (488 m), Bhai Parmanand Colony (491 m)",GTB Nagar,Yellow Line,949.45,11.39,0.23287818784480832,0.19999999999999685,0.05518489989970189,0.0391566265060241,0.9448151001002981,0.381,0.02449279636149973,0.23287818784480832,0.0391566265060241,Poor
Radio Colony,28.712,77.2042666666667,19,19,0.0007571933366986,0.003103837435959,0.000154473249082,"Radio Colony (88 m), Nirankari Colony (311 m), Nirankari Colony (320 m), Bhai Parmanand Colony (343 m), Bhai Parmanand Colony (463 m)",Model Town,Yellow Line,1437.84,17.25,0.06408535143917497,0.0800000000000019,0.08359823512574495,0.05421686746987952,0.9164017648742551,0.315,0.026344007439660068,0.06408535143917497,0.05421686746987952,Poor
Nirankari Colony,28.7148,77.204,19,19,0.0010095911155981,0.0034109521891774,0.0002993713991679,"Nirankari Colony (13 m), Radio Colony (311 m), Radio Colony (398 m), Bhai Parmanand Colony (589 m), Bhai Parmanand Colony (671 m)",Model Town,Yellow Line,1658.56,19.9,0.1469219690265807,0.11999999999999496,0.09643918467649788,0.05421686746987952,0.9035608153235021,0.338,0.028950662430634204,0.1469219690265807,0.05421686746987952,Poor
CV Raman ITI,28.7208333333333,77.20005,57,57,0.0017667844522968,0.0087803244559523,0.000461096719943,"CV Raman ITI (16 m), Nirankari Sarovar Burari Xing (728 m), CV Raman ITI (744 m), sant sarover (783 m), Nirankari Sarover (789 m)",Majlis Park,Pink Line,1811.4,21.74,0.23937848792144215,0.2400000000000057,0.10533104191343645,0.1686746987951807,0.8946689580865635,0.401,0.07452353338820032,0.23937848792144215,0.1686746987951807,Poor
Nirankari Sarovar Burari Xing,28.7271,77.1978,11,11,0.0017667844522968,0.001012056319593,0.0003556686596049,"sant sarover (66 m), Nirankari Sarover (75 m), Burari Crossing (221 m), Burari Crossing (215 m), Burari Crossing (227 m)",Majlis Park,Pink Line,1575.12,18.9,0.17910646987268333,0.2400000000000057,0.09158484963429588,0.030120481927710847,0.9084151503657041,0.359,0.008589889052767119,0.17910646987268333,0.030120481927710847,Poor
Burari Transport Authourity,28.73229,77.197968,11,11,0.0017667844522968,0.0026147603567945,0.0002515140035777,"Burari Transport Authourity (12 m), Burari Transport Authority (197 m), Jharoda Dairy Crossing (244 m), STA Burari (268 m), STA Burari (287 m)",Majlis Park,Pink Line,1789.72,21.48,0.11956244252548724,0.2400000000000057,0.10406975255923055,0.030120481927710847,0.8959302474407694,0.343,0.022192936232512287,0.11956244252548724,0.030120481927710847,Poor
Jharoda Dairy Xing,28.735,77.1973,10,10,0.0010095911155981,0.0009621887423285,0.0001717638017597,"Jharoda Dairy Crossing (70 m), Sant Nagar A1 (299 m), Burari Transport Authourity (307 m), Burari Transport Authourity (315 m), Sant Nagar A-1 (415 m)",Majlis Park,Pink Line,1901.75,22.82,0.07397016293737853,0.11999999999999496,0.11058738384851495,0.02710843373493976,0.889412616151485,0.309,0.008166634983068102,0.07397016293737853,0.02710843373493976,Poor
Sant Nagar A1,28.7377,77.1973,9,9,0.0015143866733972,0.0010248023242275,0.000271189382901,"Sant Nagar A-1 (120 m), Jharoda Dairy Xing (299 m), Jharoda Dairy Crossing (359 m), Sant Nagar Main Market (460 m), Sant Nagar Main Market (477 m)",Majlis Park,Pink Line,2099.33,25.19,0.13081063218094616,0.19999999999999685,0.1220821048173341,0.024096385542168676,0.8779178951826659,0.331,0.008698071535853082,0.13081063218094616,0.024096385542168676,Poor
Frances School,28.744379,77.198013,2,2,0.0007571933366986,0.00032794536674,0.00015939194028,"Frances School (20 m), Chetan Bihari Mandir Sant Nagar (36 m), Kamal Vihar (100 m), Kamal Vihar (103 m), Balti Factory (117 m)",Majlis Park,Pink Line,2710.3,32.52,0.06689731102290822,0.0800000000000019,0.1576268445193254,0.0030120481927710845,0.8423731554806746,0.282,0.0027834560795969247,0.06689731102290822,0.0030120481927710845,Poor
Kamal Vihar,28.745306,77.19812,2,2,0.000504795557799,4.726473232927945e-06,8.403307188458359e-05,"Balti Factory (14 m), Kamal Vihar (15 m), Chetan Bihari Mandir Sant Nagar (68 m), Frances School (103 m), Frances School (117 m)",Majlis Park,Pink Line,2800.62,33.61,0.02381550660104349,0.03999999999999303,0.16288144112780675,0.0030120481927710845,0.8371185588721932,0.264,4.0116226632577004e-05,0.02381550660104349,0.0030120481927710845,Poor
Sarvodhya Vidhyalay Burari,28.749,77.1985,19,19,0.0020191822311963,0.002932175059939,0.0003458959202229,"Sarvodhya Vidhyalay Burari (27 m), Balti Factory (256 m), Balti Factory (398 m), Kamal Vihar (411 m), Kamal Vihar (416 m)",Majlis Park,Pink Line,3166.06,37.99,0.1735195063780618,0.27999999999999875,0.18414184618320342,0.05421686746987952,0.8158581538167966,0.342,0.024887012669705773,0.1735195063780618,0.05421686746987952,Poor
Burari Village,28.7541,77.199,19,19,0.0017667844522968,0.0016010526012124,0.0003969834330561,"Burari Village (22 m), Ekta Garden- Harijan Basti (161 m), Ekta Garden Harijan Basti (170 m), Ekta Garden Harijan Basti (306 m), Sarvodhya Vidhyalay Burari (541 m)",Majlis Park,Pink Line,3685.35,44.23,0.20272565401725984,0.2400000000000057,0.2143528678043093,0.05421686746987952,0.7856471321956907,0.333,0.013589030517184507,0.20272565401725984,0.05421686746987952,Poor
Burari Garhi,28.7578,77.1952,15,15,0.0022715800100959,0.0021608698158938,0.0004680466384925,"Burari Garhi (20 m), Ekta Garden Harijan Basti (249 m), Ekta Garden Harijan Basti (396 m), Ekta Garden- Harijan Basti (401 m), Laxmi Vihar (479 m)",Majlis Park,Pink Line,3917.8,47.02,0.24335167698429247,0.3200000000000076,0.22787624005454726,0.04216867469879518,0.7721237599454527,0.35,0.01834051289108658,0.24335167698429247,0.04216867469879518,Poor
