stop_name,stop_lat,stop_lon,Routes Passing,Trips Passing,Degree,Betweenness,Score,Nearby Stops,Nearest Metro,Metro Line,Metro Distance (m),Walking Time (min),PR_norm,Degree_norm,Distance_norm,Routes_norm,Accessibility,LMCI,Betweenness_norm,PageRank_norm,Trips_norm,LMCI Category
Azad Market,28.663272,77.207209,100,100,0.002776375567895,0.0239224346334775,0.0003369280620168,"Kishan Ganj Dispensary (8 m), Dcm Chowk (35 m), Azad market (54 m), Azad Market (69 m), D C M CHOWK (153 m)",Pul Bangash,Red Line,345.34,4.14,0.16839268425951584,0.4000000000000095,0.02003925821292519,0.2981927710843374,0.9799607417870748,0.471,0.2030431067870649,0.16839268425951584,0.2981927710843374,Poor
Ice Factory (Rani Jhansi Road),28.667634,77.210788,177,177,0.0037859666834931,0.0072905076287845,0.0005458561422257,"Ice Factory (Nityanand Marg) (3 m), PALACE CINEMA (177 m), Ice Factory (Rani Jhansi Road) (177 m), Ice Factory (Rani Jhansi Road) (236 m), Pulbungash (238 m)",Pul Bangash,Red Line,347.77,4.17,0.28783448164116243,0.5599999999999975,0.020180629667294205,0.5301204819277109,0.9798193703327058,0.539,0.061878623212190155,0.28783448164116243,0.5301204819277109,Moderate
St Stephen Hospital,28.6674,77.214302,171,171,0.0022715800100959,0.0140689118504408,0.0003136226555591,"St Stephen Hospital (67 m), St Stephen Hospital (73 m), Tees Hazari Animal Hospital Mori Gate (342 m), Ice Factory (Nityanand Marg) (343 m), Ice Factory (Rani Jhansi Road) (344 m)",Tis Hazari,Red Line,229.29,2.75,0.15506924954823023,0.3200000000000076,0.013287753159622913,0.5120481927710844,0.9867122468403771,0.477,0.11941073786985214,0.15506924954823023,0.5120481927710844,Poor
GTB Nagar,28.698249,77.206506,145,145,0.0025239777889954,0.005086119196979,0.000469226271227,"GTB Nagar (7 m), GTB Nagar (82 m), GTB Nagar (82 m), GTB Nagar / Haqiqat Nagar (98 m), GTB Nagar / Haqiqat Nagar (107 m)",GTB Nagar,Yellow Line,15.96,0.19,0.2440260595465504,0.36000000000000065,0.0008767357273008641,0.4337349397590362,0.9991232642726992,0.486,0.04316874344381179,0.2440260595465504,0.4337349397590362,Poor
Vijay Park / Kabir Nagar,28.69317,77.28014,26,26,0.0025239777889954,0.0006584086900932,0.000357512698455,"Vijay Park (93 m), Maujpur/Babarpur Metro Station (107 m), Babarpur Ext / Maujpur Metro Station (141 m), Vijay Park / Kabir Nagar (143 m), Maujpur Metro Station (151 m)",Maujpur-Babarpur,Pink Line,141.36,1.7,0.18016068582334588,0.36000000000000065,0.008172200903381046,0.07530120481927711,0.991827799096619,0.409,0.0055882834678140725,0.18016068582334588,0.07530120481927711,Poor
Mogpur Crossing,28.688801,77.277901,1,1,0.000504795557799,4.174568420234664e-05,0.0001086322671292,"Maujpur crossing (31 m), Babarpur Ext Maujpur Crossing (39 m), Mauj Pur (41 m), Mojpur (46 m), Mauj Pur (55 m)",Maujpur-Babarpur,Pink Line,390.34,4.68,0.03787858558602847,0.03999999999999303,0.02265724810864774,0.0,0.9773427518913522,0.309,0.00035431901247770335,0.03787858558602847,0.0,Poor
Welcome Zafrabad,28.678177,77.272652,3,3,0.0010095911155981,2.3789069457838186e-07,0.000147381621108,"Madarsa / Welcome Seelam Pur (15 m), Welcome Zafrabad (14 m), Zafrabad (231 m), Zafrabad (263 m), Madarsa (292 m)",Jaffrabad,Pink Line,541.86,6.5,0.06003114871673765,0.11999999999999496,0.031472310975311765,0.00602409638554217,0.9685276890246882,0.324,2.019111618151633e-06,0.06003114871673765,0.00602409638554217,Poor
Seelampur Market Zafrabad Road,28.673403394111,77.2701884297881,35,35,0.0015143866733972,0.0001463978747258,0.0001906137871613,"Seelampur (22 m), Seelampur Market (24 m), Seelampur (Jafrabad Road) (25 m), Seelampur Market Zafrabad Road (25 m), Zafrabad (320 m)",Seelampur,Red Line,519.16,6.23,0.08474648431425486,0.19999999999999685,0.030151680516802837,0.10240963855421688,0.9698483194831972,0.358,0.0012425607914401877,0.08474648431425486,0.10240963855421688,Poor
Shahdara (Shyam Lal College),28.6736,77.283533,68,68,0.0025239777889954,0.0013513773792738,0.0004700568325865,"Shahdara (Shyam Lal College) (98 m), Shahdara Terminal (330 m), Shahdara Terminal (358 m), Shahdara Terminal (367 m), Kanti Nagar Extension (422 m)",Shahdara,Red Line,607.12,7.29,0.24450088199030826,0.36000000000000065,0.03526897809964185,0.20180722891566266,0.9647310219003582,0.437,0.011469897012302025,0.24450088199030826,0.20180722891566266,Poor
Shahdara Terminal,28.674295,77.287206,42,42,0.0017667844522968,0.0015133819290513,0.0002741618540924,"Shahdara Terminal (9 m), Shahdara Terminal (40 m), Shahdara Railway Bridge (262 m), Shahdara (Shyam Lal College) (367 m), Shahdara (Shyam Lal College) (457 m)",Shahdara,Red Line,266.69,3.2,0.13250996001381088,0.2400000000000057,0.015463593650734547,0.12349397590361448,0.9845364063492654,0.385,0.012844920399529967,0.13250996001381088,0.12349397590361448,Poor
West Enclave Terminal,28.691667,77.101167,4,4,0.0007571933366986,0.000136077894382,0.0003201592393451,"West Enclave / Sansad Vihar (T) (15 m), West Enclave / Sansad Vihar (T) (31 m), West Enclave (ORR) (185 m), West Enclave (ORR) (185 m), Vidhya Vihar (283 m)",Paschim Vihar West,Green Line,1446.23,17.36,0.15880613984729836,0.0800000000000019,0.08408634479741411,0.009036144578313254,0.9159136552025859,0.328,0.0011549693358425099,0.15880613984729836,0.009036144578313254,Poor
Transport Department,28.688564,77.105843,3,3,0.0007571933366986,0.0006196665662856,0.0001755007173228,"Transport Department (34 m), parwana road (250 m), Shakur Basti (304 m), Tarun Enclave (382 m), Bal Bharti School P R (397 m)",Paschim Vihar West,Green Line,1154.11,13.85,0.07610651488716827,0.0800000000000019,0.06709151794544806,0.00602409638554217,0.9329084820545519,0.313,0.005259457355340723,0.07610651488716827,0.00602409638554217,Poor
Aayudh Bhandar,28.688286,77.112366,7,7,0.0007571933366986,4.07812619277226e-07,0.0002008160200952,"MTNL Saraswati Vihar/Shakur Basti (26 m), MTNL Saraswati Vihar / Aayuddh Bhandar (28 m), Aayudh Bhandar (31 m), MTNL Saraswati Vihar (198 m), bal bharti public school (225 m)",Paschim Vihar East,Green Line,1206.69,14.48,0.09057898436744463,0.0800000000000019,0.07015049369471678,0.01807228915662651,0.9298495063052832,0.316,3.4613342025456565e-06,0.09057898436744463,0.01807228915662651,Poor
Bhagwan Mahavir Hospital,28.687468,77.118118,17,17,0.0012619888944977,0.0010837985345315,0.0002756723104156,"Bhagwan Mahavir Hospital (0 m), Bhagwan Mahavir Hospital (98 m), Bhagwan Mahavir Hospital (98 m), Keshav Mahavidhyalaya (192 m), Keshav Mahavidhyalaya (192 m)",Madipur,Green Line,1224.37,14.69,0.13337347064354096,0.1600000000000038,0.07117907283596954,0.04819277108433735,0.9288209271640304,0.345,0.00919880542905072,0.13337347064354096,0.04819277108433735,Poor
Keshav Mahavidhyalaya,28.687149,77.120049,23,23,0.0022715800100959,0.0023817297049324,0.0004732243404348,"Keshav Mahavidhyalaya (0 m), Keshav Mahavidhyalaya (20 m), Keshav Mahavidhyalaya (30 m), Bhagwan Mahavir Hospital (192 m), Bhagwan Mahavir Hospital (192 m)",Madipur,Green Line,1184.9,14.22,0.24631171005249666,0.3200000000000076,0.06888280480965468,0.06626506024096386,0.9311171951903453,0.402,0.02021507452003918,0.24631171005249666,0.06626506024096386,Poor
Sharda Niketan / Bank Vihar,28.694933,77.119324,2,2,0.0007571933366986,0.00116312596749,0.0001619838976041,"Sharda Niketan / Bank Vihar (25 m), Parvana R Xing (327 m), Deepali Chowk (337 m), Deepali Chowk (Saraswati Vihar) (360 m), Deepali Chowk Ring Road (363 m)",Rohini East,Red Line,1548.66,18.58,0.06837910342351555,0.0800000000000019,0.09004547157561103,0.0030120481927710845,0.909954528424389,0.304,0.009872101800766841,0.06837910342351555,0.0030120481927710845,Poor
Deepali Chowk (Saraswati Vihar),28.698174,77.119133,3,3,0.0007571933366986,0.0001598018445178,0.0001253634226131,"Deepali Chowk Ring Road (13 m), Deepali Chowk (53 m), Kali Mata Mandir (317 m), Sharda Niketan / Bank Vihar (360 m), Sharda Niketan / Bank Vihar (364 m)",Rohini East,Red Line,1242.75,14.91,0.047443596097160715,0.0800000000000019,0.07224837626448911,0.00602409638554217,0.9277516237355109,0.303,0.001356327793484328,0.047443596097160715,0.00602409638554217,Poor
Vaishali Enclave / Kapil Vihar,28.699828,77.137505,27,27,0.0010095911155981,0.0002814048948491,0.000194602209734,"Vaishali  Enclave / Kapil Vihar (59 m), Kapil Vihar (251 m), Kapil Vihar (262 m), Kapil Vihar (272 m), Kapil Vihar (273 m)",Kohat Enclave,Red Line,356.54,4.28,0.08702661994908431,0.11999999999999496,0.020690846809193916,0.0783132530120482,0.9793091531908061,0.346,0.0023884410174242693,0.08702661994908431,0.0783132530120482,Poor
Netaji Subhash Palace (Wazirpur Depot) Road No 41,28.694151,77.151031,39,39,0.0020191822311963,0.0033393091126816,0.000312415680229,"Netaji Subhash Palace (Wazirpur Depot) Road No 41 (2 m), Wazirpur DTC Depot / Netaji Subhash Palace (34 m), Wazirpur DTC Depot / Netaji Subhash Palace (37 m), Wazirpur DTC Depot / Netaji Subhash Palace (53 m), TV Tower Pitam Pura (139 m)",Netaji Subhash Place,Red Line,262.9,3.15,0.15437923553633529,0.27999999999999875,0.015243100723961468,0.11445783132530121,0.9847568992760385,0.397,0.028342587497862365,0.15437923553633529,0.11445783132530121,Poor
Wazirpur Depot / Subhash Place Depot,28.694867,77.15485,14,14,0.0015143866733972,0.0033085657623723,0.0002056730212731,"Wazirpur Depot / Subhash Place Depot (2 m), Netaji Subash Place/Wazirpur Depot (10 m), Punjab Kesari (127 m), Punjab Kesari (Subhash Palace Depot) (148 m), Punjab Kesari (166 m)",Netaji Subhash Place,Red Line,252.72,3.03,0.09335567647122073,0.19999999999999685,0.01465085323199579,0.0391566265060241,0.9853491467680042,0.359,0.028081651457886405,0.09335567647122073,0.0391566265060241,Poor
Ashok Vihar Crossing,28.702616,77.166306,107,107,0.0050479555779909,0.0117246794595671,0.0011433611709086,"Wazir Pur Industrial Area/ Ashok Vihar Crossing (65 m), Ashok Vihar Xing (85 m), Wazir Pur Industrial Area / Ashok Vihar Crossing (96 m), Ashok Vihar Crossing (112 m), Ashok Vihar Crossing (116 m)",Azadpur,Yellow Line,1061.86,12.74,0.6294212827025629,0.7600000000000101,0.061724638659216825,0.31927710843373497,0.9382753613407832,0.616,0.09951392406446422,0.6294212827025629,0.31927710843373497,Moderate
ISBT Kashmiri Gate Shyam Nath Marg,28.66964,77.226974,2,2,0.000504795557799,8.947801063909551e-07,7.710252760923004e-05,"ISBT Kashmere Gate (34 m), Kashmere Gate Metro Station Gate 5 (95 m), Kashmere Gate Metro Station Gate 4 (104 m), Kashmere Gate Metro Station Gate 3 (127 m), ISBT Nityanand Marg (146 m)",Civil Lines,Yellow Line,821.46,9.86,0.01985339358945776,0.03999999999999303,0.04773875486073457,0.0030120481927710845,0.9522612451392655,0.297,7.594500119926552e-06,0.01985339358945776,0.0030120481927710845,Poor
ISBT Kashmiri Gate,28.667631,77.229172,18,18,0.0012619888944977,0.0002456306759316,0.0001110819570628,"Kashmere Gate City Bus Terminal (63 m), ISBT Kashmere Gate (63 m), Kashmere Gate City bus Terminal (94 m), ISBT Kashmere Gate (98 m), ISBT Bridge (181 m)",Chandni Chowk,Yellow Line,792.13,9.51,0.039279045344258925,0.1600000000000038,0.04603240722425584,0.05120481927710843,0.9539675927757442,0.328,0.0020848051767090934,0.039279045344258925,0.05120481927710843,Poor
Darya Ganj,28.646084,77.240402,28,28,0.0020191822311963,0.0003235537960285,0.0001986345631877,"Darya Ganj Golcha Cinema (34 m), Darya Ganj (36 m), GOLCHA CINEMA (139 m), Darya Ganj (175 m), Darya Ganj / Subhash Nagar (192 m)",Jama Masjid,Violet Line,510.26,6.12,0.0893318703668666,0.27999999999999875,0.029633900292982154,0.08132530120481929,0.9703660997070178,0.368,0.002746182358313966,0.0893318703668666,0.08132530120481929,Poor
GOLCHA CINEMA,28.644833,77.240425,53,53,0.0020191822311963,0.0003474456689559,0.000230965958122,"Darya Ganj (37 m), Darya Ganj Golcha Cinema (75 m), Darya Ganj (139 m), Darya Ganj Golcha Cinema (169 m), Golcha Darya Ganj (172 m)",Delhi Gate,Violet Line,624.88,7.5,0.1078153596084633,0.27999999999999875,0.036302211445153686,0.1566265060240964,0.9636977885548463,0.382,0.0029489660707774277,0.1078153596084633,0.1566265060240964,Poor
Hanuman Mandir / Shivaji Stadium,28.630267,77.214133,36,36,0.0017667844522968,0.0036038409193537,0.0003072245804876,"Hanuman Mandir / Shivaji Stadium (34 m), Shivaji Stadium Terminal (271 m), Shivaji Stadium Terminal (288 m), Shivaji Stadium Terminal (286 m), Palika Kendra (291 m)",Shivaji Stadium,Orange Line,233.24,2.8,0.15141154309939592,0.2400000000000057,0.013517554494914116,0.10542168674698796,0.9864824455050859,0.39,0.030587817161716633,0.15141154309939592,0.10542168674698796,Poor
Kamla Market Ajmeri Gate,28.643394,77.225784,6,6,0.0015143866733972,4.621098591088635e-05,0.000149018994004,"Ajmeri Gate / Kamla Market (5 m), PS Kamla Market (40 m), PS Kamla Market (45 m), PS Kamla Market (105 m), Jwahar Lal Nehru Marg (151 m)",New Delhi,Yellow Line,396.6,4.76,0.060967216101680294,0.19999999999999685,0.02302143959191937,0.015060240963855425,0.9769785604080806,0.341,0.0003922185300449793,0.060967216101680294,0.015060240963855425,Poor
Zakir Husain College,28.64115,77.230064,154,154,0.0025239777889954,0.0062201013458755,0.0003264186126969,"Zakir Husain College (6 m), Zakir Husain College (38 m), Zakir Husain College (44 m), JLN Marg (198 m), JLN Marg (241 m)",New Delhi,Yellow Line,859.68,10.32,0.16238455210703023,0.36000000000000065,0.04996230094550158,0.46084337349397597,0.9500376990544984,0.457,0.05279348532651318,0.16238455210703023,0.46084337349397597,Poor
Golcha Cinema,28.641909,77.24041,54,54,0.0010095911155981,9.254676255919193e-08,0.0001088358683225,"Delhi Gate (57 m), Golcha Darya Ganj (153 m), Delhi Gate (221 m), Darya Ganj Golcha Cinema (249 m), Darya Ganj (288 m)",Delhi Gate,Violet Line,302.04,3.62,0.03799498206300028,0.11999999999999496,0.017520170157707713,0.15963855421686746,0.9824798298422923,0.346,7.854962290003166e-07,0.03799498206300028,0.15963855421686746,Poor
Red Fort,28.653961,77.23645,168,168,0.002776375567895,0.0065414574411711,0.0003612172939484,"Red Fort (5 m), REDFORT (181 m), Jama Masjid (334 m), Jama Masjid (397 m), Red Fort (419 m)",Jama Masjid,Violet Line,453.99,5.45,0.18227856075840115,0.4000000000000095,0.0263602493722642,0.5030120481927711,0.9736397506277358,0.481,0.05552101456730659,0.18227856075840115,0.5030120481927711,Poor
Guru Govind Singh University (Kashmere Gate),28.665199,77.230301,229,229,0.003281171125694,0.0012093967264762,0.0002483441377878,"ISBT Kashmere Gate (12 m), Guru Govind Singh University (Kashmere Gate) (23 m), ISBT Kashmere Gate (Lothian Road) (51 m), Guru Govind Singh University (Kashmere Gate) (53 m), ISBT Kashmere Gate (196 m)",Chandni Chowk,Yellow Line,522.85,6.27,0.11775026645501514,0.47999999999999565,0.03036635568825209,0.6867469879518072,0.9696336443117479,0.497,0.01026482765839364,0.11775026645501514,0.6867469879518072,Poor
ISBT Kashmere Gate,28.667068,77.229274,100,100,0.0042907622412922,0.0024339931299099,0.0004883190983622,"ISBT Kashmere Gate (35 m), ISBT Kashmiri Gate (63 m), Kashmere Gate City Bus Terminal (125 m), Kashmere Gate City bus Terminal (154 m), ISBT Kashmere Gate (Lothian Road) (179 m)",Chandni Chowk,Yellow Line,729.18,8.75,0.2549412107691395,0.6399999999999993,0.04237013024790618,0.2981927710843374,0.9576298697520939,0.495,0.02065866349170321,0.2549412107691395,0.2981927710843374,Poor
ISBT Bridge,28.669469,77.228659,81,81,0.0035335689045936,0.0006203034028962,0.0004903998817089,"ISBT Bridge (29 m), Kashmere Gate Metro Station Gate 5 (81 m), Kashmere Gate City bus Terminal (137 m), Kashmere Gate City Bus Terminal (151 m), ISBT Kashmere Gate (149 m)",Civil Lines,Yellow Line,891.72,10.7,0.2561307708447557,0.5200000000000045,0.051826309751256044,0.24096385542168675,0.948173690248744,0.463,0.005264862544482761,0.2561307708447557,0.24096385542168675,Poor
Shastri Park Metro Depot,28.673744,77.241379,48,48,0.0020191822311963,0.0005659291870237,0.0004310566422007,"Metro Train Depot (28 m), Shastri Park Metro Depot (39 m), Metro Train Depot (184 m), Shastri Park DMRC Depot (190 m), Shastri Park DMRC Depot (206 m)",Shastri Park,Red Line,1069.74,12.84,0.2222049185504071,0.27999999999999875,0.06218307777873447,0.14156626506024098,0.9378169222212656,0.401,0.004803358107789143,0.2222049185504071,0.14156626506024098,Poor
Shastri Park DMRC Depot,28.674271,77.243225,42,42,0.0012619888944977,1.5292973222895977e-07,0.0001933724257357,"Metro Train Depot (16 m), Shastri Park DMRC Depot (23 m), Metro Train Depot (162 m), Shastri Park Metro Depot (190 m), Shastri Park Metro Depot (220 m)",Shastri Park,Red Line,965.87,11.59,0.086323566482067,0.1600000000000038,0.05614017532387443,0.12349397590361448,0.9438598246761256,0.347,1.2980003259546213e-06,0.086323566482067,0.12349397590361448,Poor
Shastri Park,28.673496,77.251961,68,68,0.003281171125694,0.0110393872661866,0.0005789452474879,"Shastri Park GT Road (5 m), Shastri Park GT Road (7 m), Shastri Park (37 m), Shastri Park (Petrol Pump) (198 m), Shyam Giri Mandir (386 m)",Shastri Park,Red Line,598.18,7.18,0.3067511452237502,0.47999999999999565,0.03474887077369163,0.20180722891566266,0.9652511292263084,0.483,0.09369746524107263,0.3067511452237502,0.20180722891566266,Poor
Shastri Park GT Road,28.6726111562185,77.2572326120276,54,54,0.0025239777889954,0.0008077942456991,0.0003252127010587,"Shastri Park (37 m), Shastri Park Pusta Road (159 m), Shastri Park Pusta Road (181 m), Shastri Park (Petrol Pump) (334 m), Dharampura GT Road (460 m)",Shastri Park,Red Line,822.73,9.87,0.1616951461956466,0.36000000000000065,0.04781264035334718,0.15963855421686746,0.9521873596466528,0.405,0.006856202380920309,0.1616951461956466,0.15963855421686746,Poor
Dharampura,28.670851,77.262184,3,3,0.0010095911155981,0.0014799910957802,0.0002284961327091,"Dharam Pura (30 m), Dharampura GT Road (67 m), Dharam Pura (165 m), Dharam Pura (234 m), Seelampur Gt Road (315 m)",Seelampur,Red Line,460.81,5.53,0.1064033886266753,0.11999999999999496,0.02675702028534926,0.00602409638554217,0.9732429797146508,0.339,0.012561513688237913,0.1064033886266753,0.00602409638554217,Poor
Saini Enclave,28.6508,77.3056,21,21,0.0020191822311963,0.0006491513640069,0.0002165580149604,"Dda Flats Karkardooma (126 m), Dda F Kk Duma (129 m), Saini Enclave (135 m), Sharda Enclave (223 m), Sharda Enclave (264 m)",Karkarduma,Blue Line branch,191.01,2.29,0.0995785030496253,0.27999999999999875,0.011060716421661594,0.06024096385542169,0.9889392835783384,0.373,0.005509711354318865,0.0995785030496253,0.06024096385542169,Poor
Jagriti Enclave,28.6528,77.3077,22,22,0.0015143866733972,0.0002222321629847,0.0003203900778675,"Jagriti Enclave (27 m), Jagriti Enclave (126 m), Saini Enclave (302 m), Surya Niketan (410 m), Surya Niketan (414 m)",Karkarduma,Blue Line branch,428.75,5.15,0.15893810759425134,0.19999999999999685,0.02489184792853004,0.06325301204819278,0.97510815207147,0.372,0.001886208886836179,0.15893810759425134,0.06325301204819278,Poor
Surya Niketan,28.655733,77.310317,10,10,0.0007571933366986,0.0001331184149042,0.0001238436296339,"Surya Niketan (16 m), Ram Vihar (209 m), Ram Vihar (209 m), Ram Vihar (222 m), Anand Vihar (296 m)",Karkarduma,Blue Line branch,831.68,9.98,0.046574747807825195,0.0800000000000019,0.04833332945482977,0.02710843373493976,0.9516666705451702,0.313,0.0011298505752793957,0.046574747807825195,0.02710843373493976,Poor
Suraj Mal Vihar,28.661283,77.303517,24,24,0.0012619888944977,0.0072754768129793,0.0002785065085149,"Suraj Mal Vihar (20 m), Vishwas Nagar CBD Ground (165 m), Suraj Mal Park (287 m), D Block Surajmal Vihar (425 m), D Block Surajmal Vihar (486 m)",Karkarduma Court,Pink Line,1138.41,13.66,0.134993749328807,0.1600000000000038,0.06617813035960708,0.06927710843373495,0.9338218696403929,0.358,0.0617510482564889,0.134993749328807,0.06927710843373495,Poor
Satyam Enclave / Jhilmil DDA Flats,28.666733,77.30465,22,22,0.0007571933366986,0.0001464844968979,0.0001540415350922,"Satyam Enclave / Jhilmil DDA Flats (20 m), PS Vivek Vihar (231 m), PS Vivek Vihar (232 m), Surajmal Vihar Authrity (291 m), Suraj Mal Park (332 m)",Mansarovar Park,Red Line,1092.62,13.11,0.06383854548161792,0.0800000000000019,0.06351418019682628,0.06325301204819278,0.9364858198031737,0.319,0.0012432960023503353,0.06383854548161792,0.06325301204819278,Poor
PS Vivek Vihar,28.666733,77.307017,24,24,0.0007571933366986,0.0076460613268355,0.0001329518870671,"PS Vivek Vihar (17 m), Satyam Enclave / Jhilmil DDA Flats (231 m), Satyam Enclave / Jhilmil DDA Flats (231 m), ESI Hospital (257 m), Surajmal Vihar Authrity (331 m)",Jhilmil,Red Line,1129.65,13.56,0.051781834561067705,0.0800000000000019,0.06566849499323976,0.06927710843373495,0.9343315050067602,0.325,0.06489640666893234,0.051781834561067705,0.06927710843373495,Poor
ESI Hospital,28.666467,77.309633,152,152,0.00555275113579,0.1178194867682231,0.0010025015247622,"ESI Hospital (122 m), PS Vivek Vihar (256 m), PS Vivek Vihar (257 m), Vivekanand Mahila College (460 m), Satyam Enclave / Jhilmil DDA Flats (486 m)",Jhilmil,Red Line,1061.45,12.74,0.5488934316954295,0.8400000000000121,0.06170078586238913,0.4548192771084338,0.9382992141376109,0.763,1.0,0.5488934316954295,0.4548192771084338,Good
Vivekanand Mahila College,28.665467,77.314517,22,22,0.0015143866733972,0.0147325539634262,0.0002455159035948,"Vivekanand Mahila College (36 m), Yojana Vihar/ Yamuna Sports Complex (76 m), Vivekanand Mahila College (164 m), Vivekanand Mahila College (169 m), Vivek Vihar Terminal (273 m)",Jhilmil,Red Line,1151.42,13.82,0.11613339726686968,0.19999999999999685,0.0669350203272371,0.06325301204819278,0.9330649796727629,0.367,0.12504344033010756,0.11613339726686968,0.06325301204819278,Poor
Vivek Vihar Ram Mandir,28.66801,77.32006,13,13,0.0015143866733972,0.0002261327805698,0.0002026552277261,"Vivek Vihar Ram Mandir (109 m), Surya Nagar (120 m), Surya Nagar (127 m), Vivek Vihar Girls School (178 m), Surya Nagar (Gazipur Road) (182 m)",Dilshad Garden,Red Line,883.28,10.6,0.09163043836526574,0.19999999999999685,0.05133529120192497,0.03614457831325301,0.9486647087980751,0.343,0.0019193156138479286,0.09163043836526574,0.03614457831325301,Poor
Surya Nagar (Gazipur Road),28.666390619,77.3215430001921,89,89,0.0025239777889954,0.0115323514688804,0.0005321574719461,"Surya Nagar (Gazipur Road) (11 m), Surya Nagar (Gazipur Road) (63 m), Surya Nagar (163 m), Surya Nagar (171 m), Vivek Vihar Ram Mandir (231 m)",Dilshad Garden,Red Line,1052.44,12.63,0.2800031082886768,0.36000000000000065,0.06117660610771224,0.26506024096385544,0.9388233938922877,0.46,0.0978815286436197,0.2800031082886768,0.26506024096385544,Poor
Ramprashta Mandir,28.663824,77.320694,6,6,0.0007571933366986,0.0010103296356564,7.865090742356648e-05,"Ram Prastha Temple (44 m), Ram Prastha Temple (84 m), Mausam Vihar (119 m), Ram Prastha Temple (153 m), Surya Nagar (Gazipur Road) (296 m)",Dilshad Garden,Red Line,1338.84,16.07,0.020738584645963374,0.0800000000000019,0.07783865735515533,0.015060240963855425,0.9221613426448447,0.297,0.008575233718713621,0.020738584645963374,0.015060240963855425,Poor
Anand Vihar ISBT Main Road,28.646959,77.317879,88,88,0.0025239777889954,0.0003904664009078,0.0003430073859333,"Anand Vihar ISBT Main Road (12 m), Anand Vihar ISBT Main Road (25 m), ISBT Anand Vihar (32 m), ISBT Anand Vihar (133 m), ISBT Anand Vihar (155 m)",Anand Vihar ISBT,Blue Line branch,25.85,0.31,0.17186816431335047,0.36000000000000065,0.001452111728827443,0.2620481927710844,0.9985478882711726,0.436,0.003314107127931507,0.17186816431335047,0.2620481927710844,Poor
Kalyan Puri Terminal,28.616183,77.318517,21,21,0.0022715800100959,0.0034061293357605,0.0002396239548718,"Kalyan Puri Terminal (15 m), Kalyan Puri Terminal (107 m), Kalyan Puri Terminal (125 m), Kalyan Puri Crossing (Chand Cinema Road) (162 m), Kalyan Puri Crossing (187 m)",Trilokpuri Sanjay Lake,Pink Line,992.19,11.91,0.11276503747123108,0.3200000000000076,0.05767140852510594,0.06024096385542169,0.942328591474894,0.372,0.028909728171377182,0.11276503747123108,0.06024096385542169,Poor
Nihal Vihar T Point,28.66481,77.060753,2,2,0.0002523977788995,0.0,0.0001468921713741,"Nihal Vihar T Point (15 m), Delhi State Co Operative Bank (378 m), Delhi State Co Operative Bank (392 m), Chander Vihar (Nilothi) (506 m), Chander Vihar (Nilothi) (519 m)",Nangloi Railway station,Green Line,1977.14,23.73,0.05975133589365264,0.0,0.1149733895871488,0.0030120481927710845,0.8850266104128512,0.281,0.0,0.05975133589365264,0.0030120481927710845,Poor
Delhi State Co Operative Bank,28.666162,77.064461,2,2,0.000504795557799,0.000504795557799,0.0003341553155594,"Delhi State Co Operative Bank (18 m), Nihal Vihar T Point (381 m), Nihal Vihar T Point (392 m), Old Police Chowki (656 m), Old Police Chowki (667 m)",Nangloi,Green Line,1799.94,21.6,0.1668075367761124,0.03999999999999303,0.10466432715332577,0.0030120481927710845,0.8953356728466743,0.317,0.00428448274258777,0.1668075367761124,0.0030120481927710845,Poor
Old Police Chowki,28.668379,77.070801,2,2,0.000504795557799,0.0010093362327111,0.0003576972453485,"Old Police Chowki (14 m), Rajendra Public School (423 m), Rajendra Public School (437 m), B Block Nihal Vihar (568 m), B Block Nihal Vihar (572 m)",Nangloi,Green Line,1663.4,19.96,0.18026618917473264,0.03999999999999303,0.09672076403417117,0.0030120481927710845,0.9032792359658288,0.324,0.008566802151300209,0.18026618917473264,0.0030120481927710845,Poor
Rajendra Public School,28.668896,77.075089,2,2,0.000504795557799,0.0015136220247361,0.0002249486753409,"Rajendra Public School (18 m), B Block Nihal Vihar (210 m), B Block Nihal Vihar (219 m), Sai Ram Mandir / Angad Park (419 m), GH 12 Pachim Vihar (422 m)",Udyog Nagar,Green Line,1465.38,17.59,0.10437534776319292,0.03999999999999303,0.08520044494192716,0.0030120481927710845,0.9147995550580729,0.309,0.012846958226135616,0.10437534776319292,0.0030120481927710845,Poor
B Block Nihal Vihar,28.667522,77.076569,2,2,0.000504795557799,0.002017652933874,0.0002223574243097,"B Block Nihal Vihar (20 m), Rajendra Public School (193 m), Rajendra Public School (210 m), GH 12 Pachim Vihar (264 m), Sai Ram Mandir / Angad Park (272 m)",Udyog Nagar,Green Line,1562.25,18.75,0.10289395914217024,0.03999999999999303,0.09083610452411923,0.0030120481927710845,0.9091638954758807,0.307,0.01712495096709399,0.10289395914217024,0.0030120481927710845,Poor
Nihal Vihar Crossing,28.665127,77.078766,2,2,0.000504795557799,0.0025214289601249,0.0002579346722442,"Nihal Vihar / Ambika Vihar (10 m), Nihal Vihar Crossing (14 m), Nihal Vihar / Ambika Vihar (25 m), GH 12 Pachim Vihar (296 m), GH 12 Pachim Vihar (306 m)",Udyog Nagar,Green Line,1782.3,21.39,0.12323306547455178,0.03999999999999303,0.10363807511420252,0.0030120481927710845,0.8963619248857975,0.309,0.02140078037417619,0.12323306547455178,0.0030120481927710845,Poor
