stop_name,stop_lat,stop_lon,Routes Passing,Trips Passing,Degree,Betweenness,Score,Nearby Stops,Nearest Metro,Metro Line,Metro Distance (m),Walking Time (min)
DDA Flats Lado Sarai,28.529778,77.192226,46,46,0.0015143866733972,0.0073634422739103,0.0002642120366806,"DDA Flats Lado Sarai (12 m), DDA Flats Lado Sarai (24 m), Lado Sarai Crossing (160 m), T.B. Hospital (258 m), T B Hospital (297 m)",Shaheed Nagar,Red Line,1944.18,23.33
T.B. Hospital,28.5284,77.1901,22,22,0.0015143866733972,6.673092229899521e-05,0.0002392866247673,"T B Hospital (41 m), Lado Sarai Crossing (99 m), Lado Sarai Crossing (122 m), Lado Sarai Crossing (139 m), DDA Flats Lado Sarai (253 m)",Shaheed Nagar,Red Line,2165.23,25.98
Baroda House,28.617221,77.228557,72,72,0.0037859666834931,0.0069923752580491,0.000683914292153,"Baroda House (18 m), Baroda House (223 m), Baroda House (224 m), Bhartiya Vidya Bhawan (499 m), Patiala House (516 m)",Mandi House,Blue Line,1075.75,12.91
Bhartiya Vidya Bhawan,28.6219,77.2258,28,28,0.0010095911155981,0.0006819497597016,0.0001360859873504,"Bhartiya Vidya Bhawan (89 m), Max Muller Bhawan (160 m), Kasturba Gandhi Road Crossing (173 m), Kasturba Gandhi Crossing (184 m), Max Mueller Bhawan (311 m)",Barakhambha Road,Blue Line,875.43,10.51
Max Muller Bhawan,28.6232,77.2251,13,13,0.0007571933366986,0.0005840608844263,9.328464071210938e-05,"Max Mueller Bhawan (152 m), Bhartiya Vidya Bhawan (160 m), Kasturba Gandhi Crossing (148 m), Kasturba Gandhi Road Crossing (159 m), Bhartiya Vidya Bhawan (246 m)",Barakhambha Road,Blue Line,727.94,8.74
Holambi Crossing,28.800838,77.084369,9,9,0.0010095911155981,0.0027916303905047,0.0003577124993594,"Holambi Crossing (37 m), Metro Vihar Holambi Khurd Terminal (915 m), Metro Vihar Holambi Khurd Terminal (923 m), Holambi Kalan JJ Colony (1019 m), Holambi Kalan JJ Colony (1029 m)",Samaypur Badli,Yellow Line,8156.46,97.88
Pragati Power Station Bawana,28.794236,77.073733,8,8,0.000504795557799,0.0006804862737724,0.0001868259059932,"Pragati Power Station Bawana (32 m), Metro Vihar Holambi Khurd Terminal (753 m), Metro Vihar Holambi Khurd Terminal (756 m), Yamuna Link Road 36/37 Crossing (1025 m), Yamuna Link Road 36/37 Crossing (1085 m)",Rithala,Red Line,8769.5,105.24
Rajeev Ratan Aawas Bawana,28.784427,77.063506,8,8,0.000504795557799,0.0004543705410298,0.000165229322551,"Rajeev Ratan Aawas Bawana (30 m), Rajeev Ratan Aawas Yojna (174 m), Rajeev Ratan Aawas Yojna (184 m), Ganga Toli Mandir Bawana (497 m), Ganga Toli Mandir Bawana (499 m)",Rithala,Red Line,8241.11,98.9
Ganga Toli Mandir Bawana,28.7866,77.05903,12,12,0.0007571933366986,0.0024859008740067,0.0001872747761672,"Ganga Toli Mandir Bawana (32 m), Rajeev Ratan Aawas Bawana (469 m), Rajeev Ratan Aawas Bawana (499 m), Rajeev Ratan Aawas Yojna (672 m), Rajeev Ratan Aawas Yojna (677 m)",Rithala,Red Line,8677.02,104.13
Sec 1 / 2 Bawana Indst Area,28.79043,77.05225,12,12,0.0007571933366986,0.00254975133154,0.0002147628857809,"Sec 1 / 2 Bawana Indst Area (67 m), Ganga Toli Mandir Bawana (786 m), Ganga Toli Mandir Bawana (788 m), Bawana Depot Sec 1 Crossing (1226 m), DSIDC Bawana/ Dhakewala (1175 m)",Rithala,Red Line,9398.27,112.78
Mangolpuri S Block,28.6927,77.082,8,8,0.0017667844522968,0.0002270965826381,0.0005257371047199,"Mangol Puri S Block (26 m), Mangolpuri S Block (27 m), Mangol Puri S Block (27 m), S Block Mangolpuri (58 m), S Block Mangol Puri (57 m)",Udyog Nagar,Green Line,1290.21,15.48
Janki Devi College,28.641581,77.190017,2,2,0.0007571933366986,0.0002815749627264,0.0001031943505279,"Janki Devi College (22 m), Karol Bagh Metro Station (287 m), Karol Bagh Metro Station (307 m), Sir Ganga Ram Hospital (335 m), Sir Ganga Ram Hospital (344 m)",Karol Bagh,Blue Line,301.46,3.62
Sir Ganga Ram Hospital,28.63894,77.18816,2,2,0.0007571933366986,4.885090975204815e-05,0.0001437713552822,"Sir Ganga Ram Hospital (24 m), Janki Devi College (338 m), Janki Devi College (344 m), CPRTI/ Delhi Jal Board (460 m), CPRTI (482 m)",Karol Bagh,Blue Line,589.2,7.07
Jonti Village,28.7491502408328,76.9687871865703,54,54,0.0020191822311963,0.0020474264205762,0.0006156725763692,"Jonti Village (12 m), Jonti Village (547 m), Jounti (555 m), Jonti Village (567 m), Tatesar Village (729 m)",Tikri Border,Green Line,6790.11,81.48
Jonti Enclave,28.743093,76.965878,2,2,0.000504795557799,0.0008851485380506,0.0001886009341655,"Jonti Village (729 m), Jonti Village (739 m), Jonti Village (1268 m), Jounti (1269 m), Jonti Village (1284 m)",Tikri Border,Green Line,6105.72,73.27
Garhi Randhala,28.727219,76.965995,2,2,0.000504795557799,0.0010265730699817,0.0002147262405511,"Garhi R Vill (73 m), Nizampur Village (1140 m), Nizampur Village (1155 m), Vanasthali Public School (1428 m), Jonti Enclave (1759 m)",Tikri Border,Green Line,4347.88,52.18
Nizampur Village,28.717778,76.961366,4,4,0.0010095911155981,0.0021663894342523,0.0003324629391855,"Nizampur Village (16 m), Vanasthali Public School (883 m), Garhi R Vill (1067 m), Garhi Randhala (1140 m), Agrasen Vriddh Ashram (1611 m)",Tikri Border,Green Line,3308.18,39.7
Vanasthali Public School,28.714765,76.969734,2,2,0.000504795557799,2.33438045165907e-06,0.0001458277991168,"Agrasen Vriddh Ashram (729 m), Nizampur Village (878 m), Nizampur Village (883 m), Savda Village (1145 m), Savda Village (1150 m)",Tikri Border,Green Line,3014.58,36.18
Agrasen Vriddh Ashram,28.711814,76.9764,2,2,0.000504795557799,0.0002464722185941,0.000108559869729,"Savda Village (418 m), Savda Village (422 m), Nizam P S (678 m), Vanasthali Public School (729 m), Savda JJ Colony (1404 m)",Tikri Kalan,Green Line,2766.12,33.19
Savda Village,28.710492,76.980403,12,12,0.0012619888944977,0.0058776515711096,0.000488515972665,"Savda Village (15 m), Nizam P S (269 m), Agrasen Vriddh Ashram (418 m), Savda JJ Colony (1003 m), Savda JJ Colony (1038 m)",Tikri Kalan,Green Line,2637.04,31.65
Savda JJ Colony,28.704592,76.988655,12,12,0.0010095911155981,0.0025814811942797,0.0002387736250945,"Savda JJ Colony (38 m), Nizam P S (769 m), Savda Village (1030 m), Savda Village (1038 m), Ghevra Village (1273 m)",Ghevra,Green Line,2266.87,27.2
Kair Village,28.623067,76.9206,14,14,0.0002523977788995,0.0,0.0001003935041021,"Kair Village (15 m), Kair Depot (1118 m), Kair Depot (1137 m), Bhagini Nivedita College (1185 m), Bhagini Nivedita College (1207 m)",Najafgarh,Grey Line,6159.46,73.92
Mata Daan Kaur  School,28.5976083105746,76.8992051609546,10,10,0.0007571933366986,7.809146172470741e-05,0.0001435126995844,"Mata Daan Kaur School (30 m), Mundhela Crossing (Dhansa Road) (404 m), Mundhela Crossing (Dhansa Road) (409 m), Mundhela Kalan School (1000 m), Mundhela Kalan School (1005 m)",Najafgarh,Grey Line,8297.56,99.57
Mundhela Crossing (Dhansa Road),28.5976012046088,76.8950748174684,22,22,0.0015143866733972,0.0080479774964691,0.000323760127441,"Mundhela Crossing (Dhansa Road) (16 m), Mata Daan Kaur School (382 m), Mata Daan Kaur  School (404 m), Mundhela Kalan School (857 m), Mundhela Kalan School (857 m)",Najafgarh,Grey Line,8694.19,104.33
Mukhrajee Market (Rohtak Road),28.6534,77.2028,1,1,0.000504795557799,0.0,7.213117297769368e-05,"Guru Govind Singh Crossing (Faiz Road) (57 m), Guru Govind Singh Crossing (Faiz Road) (61 m), Guru Govind Singh Marg Crossing (76 m), Master Prithvi Nath Marg (122 m), Master Prithvi Nath Marg (132 m)",Jhandewalan,Blue Line,1045.2,12.54
Ambika Vihar,28.66577,77.08261,2,2,0.000504795557799,1.6086469725192124e-05,0.0001186092935235,"Ambika Vihar (74 m), Nihal Vihar / Ambika Vihar (364 m), Sayed Gaon Nangloi (T) (419 m), Nihal Vihar Crossing (373 m), Nihal Vihar / Ambika Vihar (375 m)",Udyog Nagar,Green Line,1708.06,20.5
Guru Harkishan Nagar,28.669981,77.083317,2,2,0.0007571933366986,0.0001022579270697,0.0002214701349375,"Guru Harkishan Nagar (9 m), Gh12 P Vihar (40 m), Guru Hari Kishan Nagar (46 m), Guru Hari Kishan Nagar (62 m), Ram Mandir P V (68 m)",Udyog Nagar,Green Line,1256.03,15.07
Wazirpur Depot / Subhash Place Depot,28.69485,77.15485,14,14,0.0015143866733972,0.0033085657623723,0.0002056730212731,"Wazirpur Depot / Subhash Place Depot (2 m), Netaji Subash Place/Wazirpur Depot (8 m), Punjab Kesari (129 m), Punjab Kesari (Subhash Palace Depot) (150 m), Punjab Kesari (168 m)",Netaji Subhash Place,Red Line,253.7,3.04
Batra Cinema,28.71139,77.2148,2,2,0.000504795557799,0.000504795557799,0.0002362248095789,"Batra Cinema (27 m), Mukharji Nagar Xing (255 m), Mukharji Nagar Xing (282 m), Mukharji Nagar Tank (365 m), Mukharji Nagar Tank (381 m)",GTB Nagar,Yellow Line,1682.6,20.19
Mukherji Nagar Baandh,28.7155,77.21592,2,2,0.0002523977788995,0.0,0.0001720945572091,"Mukherji Nagar Baandh (38 m), Batra Cinema (468 m), Batra Cinema (479 m), Jagatpur Xing (549 m), Gandhi Vihar Crossing (654 m)",GTB Nagar,Yellow Line,2137.45,25.65
PNB STA Road,28.678464,77.220946,3,3,0.000504795557799,0.0,8.145016834081031e-05,"PNB STA Road (12 m), Exchange Store (Hill Road) (217 m), Exchange Store (Hill Road) (220 m), Rajpur Road Transport Deptt (232 m), Rajpur Road Transport Deptt (235 m)",Civil Lines,Yellow Line,437.37,5.25
NIT GT Road,28.8163463316792,77.1343807686104,12,12,0.0007571933366986,0.0,0.0001027806026548,"NIT GT Road (53 m), Bakauli Vill (426 m), Bakauli Village (505 m), Bakauli Village (523 m), Bakauli crossing (638 m)",Samaypur Badli,Yellow Line,7959.09,95.51
Tikri Khurd,28.835878,77.1238,8,8,0.000504795557799,0.0,8.164059986103789e-05,"Tikri Khurd (12 m), Tikri Khurd Crossing / AMPC (449 m), Tikri Khurd Crossing (461 m), Tikri Khurd Crossing / AMPC (502 m), Singhola Village (659 m)",Samaypur Badli,Yellow Line,10212.93,122.56
Gurudwara Nanak Sar Crossing (Signature Bridge),28.705116,77.246765,16,16,0.0010095911155981,0.0007724448510509,0.0002797469672882,"Gurudwara Nanak Sar Crossing (Signature Bridge) (43 m), Rajeev Nagar (56 m), Nanaksar Gurudwara Crossing (130 m), Rajeev Nagar (Signature Bridge) (188 m), Rajeev Nagar (Wazirabad Road) (422 m)",Shyam Park,Red Line,2232.69,26.79
Nand Nagri Ext,28.687233,77.320298,4,4,0.0007571933366986,0.0,8.881721783074933e-05,"Nand Nagri Ext (20 m), Anand Gram (137 m), Anand Gram Ashram (178 m), Anand Gram Kusht Ashram (197 m), Tahirpur Village (206 m)",Dilshad Garden,Red Line,1262.52,15.15
Nawada Gaon,28.620356,77.044998,55,55,0.0015143866733972,0.0038818107595004,0.0002224654008411,"Nawada Gaon (0 m), Nawada Gaon (41 m), Nawada (53 m), Kiran Garden (330 m), Kiran Garden (339 m)",Nawada,Blue Line,11.89,0.14
Bhagini Nivedita College,28.617904,76.931464,4,4,0.0010095911155981,1.6992192469884418e-07,0.0003207262353075,"Bhagini Nivedita College (26 m), Kair Depot (71 m), Kair Depot (88 m), Kair Village (1207 m), Kair Village (1212 m)",Najafgarh,Grey Line,5019.04,60.23
Samaspur Khalsa,28.578394,76.909982,15,15,0.000504795557799,0.0002034136462702,6.617136847565376e-05,"Samaspur Khalsa (77 m), Ujwa School (567 m), Ujwa School (579 m), Ujwa Gaon (1111 m), Ujwa Gaon (1165 m)",Najafgarh,Grey Line,8018.06,96.22
Ujwa Gaon,28.568773,76.906807,16,16,0.0017667844522968,0.0120092193643138,0.0005363460271021,"Ujwa Gaon (56 m), Ujwa School (532 m), Ujwa School (544 m), Samaspur Khalsa (1111 m), Samaspur Khalsa (1187 m)",Najafgarh,Grey Line,8828.46,105.95
Jonti Crossing,28.745749,76.978089,48,48,0.0010095911155981,2.811643725934908e-05,0.0002284997123304,"Jonti Crossing (18 m), Jonti Crossing (46 m), Jounti Border (44 m), Jonti Crossing (44 m), Jouti X-lng (313 m)",Tikri Kalan,Green Line,6526.63,78.32
Jonti Border,28.757064,76.945655,7,7,0.0002523977788995,0.0,0.0001713687619472,"Jonti Border (7 m), Balaji Enclave (2179 m), Balaji Enclave (2192 m), Tatesar Gurukul (2141 m), Tatesar Gurukul (2162 m)",Brigadier Hoshiyar Singh,Green Line,7093.44,85.12
Krishna Colony,28.746817,77.087767,8,8,0.0010095911155981,0.0017994842537102,0.0001636470925786,"Rohini Sec 27 and 30 Crossing (172 m), Rohini Sec 27 and 30 Crossing (215 m), Mahadev Chowk Rohini Sec 27 / 30 Crossing (311 m), Mahadev Chowk Rohini Sec 27 / 30 Crossing (310 m), Maha Dev Chowk (314 m)",Rithala,Red Line,3450.7,41.41
Samudaya Bhawan Trilok Puri 17 Block,28.61032,77.30458,3,3,0.0007571933366986,0.0001711796117801,0.0001574469596913,"Samudaya Bhawan Trilok Puri 17 Block (21 m), Trilok Puri 26 Block (281 m), Trilok Puri 26 Block (298 m), Trilokpuri Block 13 (295 m), Trilok Puri 13 Block (315 m)",Trilokpuri Sanjay Lake,Pink Line,543.48,6.52
Nanak Heri School,28.52407,76.986381,4,4,0.0007571933366986,4.2480481174711046e-08,0.0001183888631277,"Nanak Heri School (29 m), Nanak Heri Village (343 m), Nanak Heri Village (360 m), Badu sarai Village (616 m), Badu Sarai Village (627 m)",Sector 28,Violet Line,5094.58,61.14
Kangan Heri - I,28.548397,76.98869,6,6,0.0010095911155981,0.0003850104946467,0.0002176104862506,"Kangan Heri I (17 m), Kangan Heri - II (352 m), Kangan Heri - II (361 m), Rishal Vihar (702 m), Rishal Vihar (713 m)",Sector 28,Violet Line,4308.81,51.71
Rishal Vihar,28.553603,76.992783,10,10,0.0010095911155981,2.054659643435641e-06,0.0001751327103662,"Rishal Vihar (16 m), Kangan Heri - I (702 m), Kangan Heri I (717 m), Kangan Heri - II (1039 m), Kangan Heri - II (1050 m)",Sector 28,Violet Line,4002.45,48.03
Singhola Village GT Road,28.844749,77.126832,15,15,0.0012619888944977,0.0002667491107954,0.0002451045803484,"Singhola Village GT Road (40 m), 80' road (singola  ) (188 m), Singhola Crossing (400 m), Singhola Crossing (455 m), metro vihar (461 m)",Samaypur Badli,Yellow Line,11154.0,133.85
Singhu Village,28.852475,77.130634,7,7,0.0010095911155981,0.0008090804266468,0.0002840389048642,"Singhu Village (17 m), Sindhu Village (512 m), Singhu Village Crossing (566 m), Singhu Village Crossing (608 m), Singhu Border GT Road (708 m)",Samaypur Badli,Yellow Line,11977.49,143.74
Singhu School (T),28.862175,77.138266,6,6,0.0002523977788995,0.0,0.0001053034320646,"Singhu School (T) (24 m), Singhu Village (1308 m), Singhu Village (1324 m), Singhu Border GT Road (1440 m), Singhu Border GT Road (1475 m)",Samaypur Badli,Yellow Line,13029.38,156.36
Bijwasan Railway Station,28.53551,77.043612,37,37,0.0007571933366986,6.751311104455977e-05,0.0001831468194091,"Bamnoli (3 m), Bijwasan Railway Station (22 m), Desu Power House (159 m), Bijwason Flyover after Bridge (217 m), Bijwason Flyover after Bridge (236 m)",Sector 28,Violet Line,1527.52,18.33
Jasola Vihar,28.5404,77.2968,24,24,0.0007571933366986,0.0091431855165184,0.0001642231485806,"Jasola Vihar (62 m), Sarita Vihar K Block (481 m), Sarita Vihar K Block (534 m), Shaheen Bagh (667 m), Shaheen Bagh (667 m)",Jasola Vihar Shaheen Bagh,Magenta Line,601.73,7.22
Sarita Vihar K Block,28.538333,77.291867,24,24,0.0015143866733972,0.0055566943597282,0.0004052712162569,"Sarita Vihar K Block (58 m), Sarita Vihar Xing (449 m), Jasola Vihar (534 m), Jasola Vihar (594 m), Sarita Vihar Xing (623 m)",Jasola Apollo,Violet Line,864.17,10.37
Indra Kalyan Vihar,28.523283,77.2756,12,12,0.0007571933366986,1.7720087880294416e-06,0.0001059390945598,"Indra Kalyan Vihar (36 m), Okhla Phase 1 (347 m), Bank (350 m), Bank (369 m), Okhla Ph-I (389 m)",Sarita Vihar,Violet Line,1387.05,16.65
Tolstoy Marg,28.6261,77.2207,14,14,0.0020191822311963,9.385671296156754e-05,0.000278937112039,"Tolstoy Marg (52 m), Tolstoy Marg (77 m), Janpath Market (255 m), Ashok Road (276 m), Indian Oil Bhawan (296 m)",Barakhambha Road,Blue Line,585.15,7.02
Palam Vihar Crossing,28.532531,77.052948,13,13,0.0007571933366986,6.751311104455977e-05,0.0001814625213935,"Palam Vihar Crossing (10 m), Bijwason Vill (50 m), Syndicate Bank (53 m), Syndicate Bank (57 m), Bijwason Flyover after Bridge (76 m)",Dwarka Sector 21,Blue Line,2211.26,26.54
Gazipur Dairy Farm,28.6203,77.3208,5,5,0.0007571933366986,3.492401146344789e-05,0.0001285088564889,"Ghazipur Dairy Farm (46 m), Gazi Pur Dairy Farm (67 m), Gazi Pur DDA Flats (305 m), Gazi Pur DDA Flats (315 m), Kalyan Puri Terminal (471 m)",IP Extension,Pink Line,1408.25,16.9
Kalyan Puri Crossing (Ghazipur Road),28.6144,77.3214,8,8,0.0022715800100959,0.0068745911881491,0.0003458907374951,"kalyan puri xing (15 m), Kalyanpuri Crossing (Ghazipur Road) (24 m), Kondali Old (212 m), Kondali Old (216 m), Kalyan Puri Crossing (213 m)",Trilokpuri Sanjay Lake,Pink Line,1231.38,14.78
Shiv Murti (NH-8),28.5359672,77.1119939,52,52,0.0025239777889954,0.0005228614949978,0.0004075553731417,"Shiv Murti (7 m), Shiv Murti (64 m), Rajokari Xing (114 m), Rajokari Xing (116 m), Shiv Murti (NH-8) (353 m)",Delhi Aerocity,Orange Line,1663.25,19.96
Lodhi Garden,28.590167,77.220617,2,2,0.0007571933366986,7.130997362738624e-05,0.0001082114008028,"Lodhi Garden / Mousam Bhawan (8 m), Lodhi Garden / Mousam Bhawan (28 m), Lodhi Road Crossing (127 m), Lodhi Road Crossing (297 m), Lodhi Road Crossing (316 m)",Jor Bagh,Yellow Line,453.5,5.44
Humayun Road Khan Mkt Metro Stn,28.6059,77.2259,13,13,0.0012619888944977,8.272206165310031e-07,0.0001283147374954,"Kota House (27 m), Kotah House (27 m), Shahjahan Road UPSC (187 m), Humayun Road / Khan Market (312 m), Shajahan Road UPSC (334 m)",Khan Market,Violet Line,641.49,7.7
Chauhan Patti (Terminal),28.754859,77.243323,12,12,0.0010095911155981,0.0012976415138699,0.0003447140593667,"Chauhan Patti (Terminal) (12 m), Sabhapur More (523 m), Sabhapur More (525 m), Sabha Pur More (899 m), Annpurna Mandir (1411 m)",Shyam Park,Red Line,6680.21,80.17
Sabhapur More,28.75015,77.243933,8,8,0.0012619888944977,0.0024629773858403,0.0004094136062769,"Sabhapur More (8 m), Sabha Pur More (382 m), Chauhan Patti (Terminal) (516 m), Chauhan Patti (Terminal) (525 m), Annpurna Mandir (891 m)",Shyam Park,Red Line,6174.48,74.1
Annpurna Mandir,28.7424,77.2467,10,10,0.0010095911155981,0.00116227021571,0.0002324098778664,"Annpurna Mandir (14 m), Check Post (344 m), Check Post (379 m), Sabha Pur More (520 m), Pusta No 5 Sonia Vihar (866 m)",Shyam Park,Red Line,5278.65,63.35
Check Post,28.73905,77.247483,31,31,0.0045431600201918,0.0115618822083973,0.0009841728417021,"Check Post (35 m), Annpurna Mandir (379 m), Annpurna Mandir (387 m), Pusta No 5 Sonia Vihar (502 m), Pusta No 5 Sonia Vihar (514 m)",Shyam Park,Red Line,4908.67,58.91
Pusta No 5 Sonia Vihar,28.734467,77.246683,6,6,0.000504795557799,0.0,7.787316824703843e-05,"Pusta No 5 Sonia Vihar (14 m), Anpurna Mandir Sonia Vihar (104 m), Sonia Vihar (232 m), Sonia Vihar (233 m), Gatta Factory Sonia Vihar (483 m)",Shyam Park,Red Line,4488.74,53.87
Sonia Vihar,28.7324,77.246317,12,12,0.0015143866733972,0.0031611875426552,0.0003000648039219,"Sonia Vihar (8 m), Anpurna Mandir Sonia Vihar (185 m), Pusta No 5 Sonia Vihar (232 m), Pusta No 5 Sonia Vihar (244 m), Gatta Factory Sonia Vihar (252 m)",Shyam Park,Red Line,4306.28,51.68
Gatta Factory Sonia Vihar,28.72945,77.24565,8,8,0.000504795557799,6.390258867386043e-05,0.0001082745715365,"Gatta Factory Sonia Vihar (82 m), Sonia Vihar (332 m), Sonia Vihar (333 m), Pusta No 3 Sonia Vihar (434 m), Pusta No 3 Sonia Vihar (437 m)",Shyam Park,Red Line,4062.36,48.75
Pusta No 3 Sonia Vihar,28.7256,77.244833,8,8,0.0007571933366986,0.0001065636487478,0.0002004757097597,"Pusta No 3 Sonia Vihar (4 m), Gatta Factory Sonia Vihar (434 m), Pusta No 2 Sonia Vihar (462 m), Pusta No 2 Sonia Vihar (466 m), Gatta Factory Sonia Vihar (516 m)",Shyam Park,Red Line,3761.51,45.14
Pusta No 2 Sonia Vihar,28.721467,77.243933,7,7,0.000504795557799,0.0,0.0001035362413701,"Pusta No 2 Sonia Vihar (9 m), Pusta No 1 Sonia Vihar (292 m), Pusta No 1 Sonia Vihar (292 m), Pusta No 3 Sonia Vihar (464 m), Pusta No 3 Sonia Vihar (466 m)",Shyam Park,Red Line,3471.66,41.66
Pusta No 1 Sonia Vihar,28.718883,77.24335,12,12,0.0010095911155981,0.0036047000271614,0.0002925342603175,"Pusta No 1 Sonia Vihar (10 m), Pusta No 2 Sonia Vihar (292 m), Pusta No 2 Sonia Vihar (296 m), Pusta No 3 Sonia Vihar (756 m), Pusta No 3 Sonia Vihar (758 m)",Shyam Park,Red Line,3312.47,39.75
GTB Nagar / Haqiqat Nagar,28.698223,77.207504,25,25,0.0017667844522968,0.0020242388692074,0.0002790806155215,"GTB Nagar / Haqiqat Nagar (11 m), GTB Nagar / Haqiqat Nagar (15 m), GTB Nagar (93 m), GTB Nagar (98 m), GTB Nagar / Haqiqat Nagar (118 m)",GTB Nagar,Yellow Line,107.26,1.29
Kouria Bridge,28.6603,77.2337,16,16,0.0015143866733972,0.0004046805012392,0.0001695646735702,"ISBT Kasmiri Gate (77 m), Kouria Bridge (72 m), Kouria Bridge (88 m), GPO (201 m), GPO (224 m)",Chandni Chowk,Yellow Line,383.9,4.61
Nityanand Marg,28.668296,77.224991,4,4,0.0015143866733972,7.008272176323535e-06,0.0001479588142857,"ISBT Nityanand Marg (4 m), ISBT Nityanand Marg (7 m), ISBT Nityanand Marg (11 m), ISBT Nityanand Marg (32 m), Tis Hazari Animal Hospital (113 m)",Tis Hazari,Red Line,827.59,9.93
Paprawat Village,28.585783,76.981288,4,4,0.0010095911155981,0.0001106997221461,0.000248773262714,"Paprawat Village (32 m), adhyapak nagar (1274 m), Deen Pur (1333 m), Goela Dairy Crossing (1311 m), Najaf Garh Delhi Gate (1306 m)",Najafgarh,Grey Line,2941.28,35.3
Mandi House,28.6248,77.233,145,145,0.0037859666834931,0.01224066910925,0.0005207669952054,"Mandi House (134 m), Ashok Road (144 m), Mandi house (161 m), Mandi House (169 m), Mandi House (168 m)",Mandi House,Blue Line,143.77,1.73
Aaga Khan Hall,28.622306,77.235589,4,4,0.000504795557799,0.0,7.86118313632953e-05,"Supreme Court (215 m), Supreme Court (300 m), Supreme Court (299 m), Supreme Court (333 m), Supreme Court (363 m)",Mandi House,Blue Line,385.09,4.62
Supreme Court,28.62059,77.23795,99,99,0.0037859666834931,0.007713155546942,0.0004112473526392,"Supreme Court (37 m), Supreme Court (67 m), Supreme Court (77 m), Supreme Court (140 m), Supreme Court (187 m)",Supreme Court,Blue Line,237.64,2.85
Corporation Bank,28.575478,76.866722,4,4,0.000504795557799,0.0015136220247361,0.000174686703562,"Corporation Bank (6 m), Issapur School (92 m), Issapur School (97 m), Choudhary Mohalla (229 m), Choudhary Mohalla (230 m)",Sultanpur,Yellow Line,12618.7,151.43
Issapur School,28.57629,76.867097,4,4,0.000504795557799,0.0010093362327111,0.0001538443333948,"Issapur School (8 m), Corporation Bank (97 m), Corporation Bank (97 m), Choudhary Mohalla (175 m), Choudhary Mohalla (178 m)",Sultanpur,Yellow Line,12707.77,152.5
Choudhary Mohalla,28.577346,76.865723,4,4,0.000504795557799,0.000504795557799,0.0002491798644833,"Choudhary Mohalla (11 m), Issapur School (178 m), Issapur School (185 m), Issapur Village Temple (191 m), Issapur Village Temple (193 m)",Sultanpur,Yellow Line,12828.54,153.95
Issapur Village Temple,28.577151,76.863766,4,4,0.0002523977788995,0.0,0.0001554701942407,"Issapur Village Temple (10 m), Choudhary Mohalla (193 m), Choudhary Mohalla (203 m), Corporation Bank (344 m), Issapur School (340 m)",Sultanpur,Yellow Line,12814.76,153.78
Lado Sarai Crossing,28.5273,77.19,55,55,0.0040383644623927,0.0065164161291511,0.0005275761649148,"Lado Sarai Crossing (18 m), T B Hospital (115 m), T.B. Hospital (122 m), Lado Sarai Crossing (207 m), Feroz S Road (252 m)",Shaheed Nagar,Red Line,2193.08,26.32
Ashram (Hari Nagar),28.573367,77.257533,32,32,0.0020191822311963,0.0027306049263147,0.0004406748327709,"Ashram (Hari Nagar) (120 m), Ashram (Hari Nagar) (142 m), Maharani Bagh / Ashram (143 m), Maharani Bagh / Ashram (214 m), Ashram Chowk (278 m)",Ashram,Pink Line,147.64,1.77
Samudaya Bhawan Khichripur Village,28.617713,77.316733,8,8,0.0020191822311963,0.0041599787106278,0.0003410985280315,"Samudaya Bhawan Khichripur Village (10 m), Kalyan Puri Terminal (120 m), Kalyan Puri Terminal (136 m), Kalyan Puri Terminal (232 m), Kalyan Puri Terminal (243 m)",Trilokpuri Sanjay Lake,Pink Line,903.61,10.84
Khicripur Village,28.620884,77.313182,3,3,0.000504795557799,0.0001710846082209,0.0001104094962994,"Khicripur Village (11 m), khivhri pur village corner (426 m), East Vinod Nagar (453 m), gazipur xing (463 m), Khichri Pur NH-24 (497 m)",East Vinod Nagar – Mayur Vihar-II,Pink Line,766.03,9.19
East Vinod Nagar,28.623883,77.309717,3,3,0.0007571933366986,5.117372050078048e-06,0.0001568100693463,"gazipur xing (12 m), East Vinod Nagar (22 m), Vinod Nagar (26 m), Vinod Nagar (31 m), Vinod Nagar (82 m)",IP Extension,Pink Line,557.92,6.7
Rishal Vihar,28.553617,76.992947,10,10,0.0010095911155981,2.054659643435641e-06,0.0001751327103662,"Rishal Vihar (16 m), Kangan Heri - I (713 m), Kangan Heri I (727 m), Kangan Heri - II (1047 m), Kangan Heri - II (1059 m)",Sector 28,Violet Line,3987.2,47.85
Daulat Pur Village,28.546759,76.963266,10,10,0.0007571933366986,0.000187166160221,0.0001031984284301,"Daulat Pur Village (13 m), Daulatpur (17 m), Doulatpur (18 m), Shikar Pur Crossing (235 m), Shikar Pur Crossing (245 m)",Najafgarh,Grey Line,7501.36,90.02
Kangan Heri - II,28.545303,76.987857,9,9,0.0015143866733972,0.0014000045114383,0.0003945940977624,"Kangan Heri - II (14 m), Kangan Heri I (336 m), Kangan Heri - I (352 m), Rishal Vihar (1039 m), Rishal Vihar (1047 m)",Sector 28,Violet Line,4376.32,52.52
